artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
ai-explainability,AI Explainability,tool,Reference,/tools/ai-explainability,src/pages/tools/AiExplainability.tsx,frontend-routed,backend-backed,demo,governance-compliance-pack|ai-workflow-pack|core-platform,product-governance|product-core-platform,clinical|reference|governance|audit|assistant|ai-workflow|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"Tier C clinical intelligence workflow that displays confidence, sources, reasoning, tool chain, and sanitized execution logs",/api/clinical-intelligence/ai-explainability/trace|src/pages/tools/AiExplainability.tsx|src/services/clinicalIntelligenceApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,tool|Reference|clinical|reference|governance|audit|assistant|ai-workflow|operations|governance-compliance-pack|ai-workflow-pack|core-platform,ai-explainability ai explainability tool reference tools ai-explainability governance-compliance-pack ai-workflow-pack core-platform product-governance product-core-platform clinical reference governance audit assistant ai-workflow operations emergency physician hospitalist nurse icu clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium tier c clinical intelligence workflow that displays confidence sources reasoning tool chain and sanitized execution logs api clinical-intelligence ai-explainability trace src pages tools aiexplainability tsx src services clinicalintelligenceapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool reference clinical reference governance audit assistant ai-workflow operations governance-compliance-pack ai-workflow-pack core-platform,active
ai-gateway,AI Gateway,tool,AI System,/assistant,src/pages/Assistant.jsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform,product-core-platform,clinical|assistant|ai-workflow|operations,emergency physician|hospitalist|cardiologist|nurse|ICU clinician|pediatric clinician|pharmacist|fleet operator|biomedical engineer|administrator|researcher|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"Assistant gateway surface for routing, trace metadata, safety policy context, and guarded clinical AI responses.",src/pages/Assistant.jsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|AI System|clinical|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,ai-gateway ai gateway tool ai system assistant ai-workflow-pack core-platform product-core-platform clinical assistant ai-workflow operations emergency physician hospitalist cardiologist nurse icu clinician pediatric clinician pharmacist fleet operator biomedical engineer administrator researcher medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium assistant gateway surface for routing trace metadata safety policy context and guarded clinical ai responses src pages assistant jsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool ai system clinical assistant ai-workflow operations ai-workflow-pack core-platform,draft
ai-governance,AI Governance,governance,AI System,/ai-governance,src/pages/platform/PlatformGovernanceWorkspace.tsx,frontend-routed,backend-backed,demo,governance-compliance-pack|ai-workflow-pack|core-platform,product-governance|product-core-platform,admin|governance|audit|assistant|ai-workflow|clinical|operations,administrator|emergency-physician|icu-physician|nurse|hospital-administrator|platform-admin,hospital,high,"Governance center for model inventory, clinical review, risk classification, approval workflows, and release history.",/api/ai-governance/summary|src/pages/platform/PlatformGovernanceWorkspace.tsx|src/services/platformGovernanceApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,governance|AI System|admin|audit|assistant|ai-workflow|clinical|operations|governance-compliance-pack|ai-workflow-pack|core-platform,ai-governance ai governance governance ai system ai-governance governance-compliance-pack ai-workflow-pack core-platform product-governance product-core-platform admin governance audit assistant ai-workflow clinical operations administrator emergency-physician icu-physician nurse hospital-administrator platform-admin hospital high governance center for model inventory clinical review risk classification approval workflows and release history api ai-governance summary src pages platform platformgovernanceworkspace tsx src services platformgovernanceapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js governance ai system admin audit assistant ai-workflow clinical operations governance-compliance-pack ai-workflow-pack core-platform,active
ai-memory,AI Memory,tool,AI System,/memory,src/pages/MemoryDashboard.jsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform,product-core-platform,clinical|assistant|ai-workflow|operations,emergency physician|hospitalist|cardiologist|nurse|ICU clinician|pediatric clinician|pharmacist|fleet operator|biomedical engineer|administrator|researcher|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"Memory dashboard for short, long, and clinical context used to personalize assistant workflows.",src/pages/MemoryDashboard.jsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|AI System|clinical|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,ai-memory ai memory tool ai system memory ai-workflow-pack core-platform product-core-platform clinical assistant ai-workflow operations emergency physician hospitalist cardiologist nurse icu clinician pediatric clinician pharmacist fleet operator biomedical engineer administrator researcher medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium memory dashboard for short long and clinical context used to personalize assistant workflows src pages memorydashboard jsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool ai system clinical assistant ai-workflow operations ai-workflow-pack core-platform,draft
ai-rag,RAG Evidence Engine,tool,AI System,/tools/guideline-rag,src/pages/tools/GuidelineRag.tsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform|research-education,product-core-platform|product-research,research|reference|assistant|ai-workflow|clinical|operations|education,researcher|medical student|hospitalist|emergency-physician|icu-physician|nurse|hospital-administrator|platform-admin,hospital,medium,"Retrieval-augmented evidence engine for guideline lookup, citations, source panels, and grounded assistant responses.",src/pages/tools/GuidelineRag.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|AI System|research|reference|assistant|ai-workflow|clinical|operations|education|ai-workflow-pack|core-platform|research-education,ai-rag rag evidence engine tool ai system tools guideline-rag ai-workflow-pack core-platform research-education product-core-platform product-research research reference assistant ai-workflow clinical operations education researcher medical student hospitalist emergency-physician icu-physician nurse hospital-administrator platform-admin hospital medium retrieval-augmented evidence engine for guideline lookup citations source panels and grounded assistant responses src pages tools guidelinerag tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool ai system research reference assistant ai-workflow clinical operations education ai-workflow-pack core-platform research-education,draft
ai-run-audit-timeline,AI Run Audit Timeline,governance,Other,/audit/ai,src/pages/platform/PlatformGovernanceWorkspace.tsx,frontend-routed,backend-backed,demo,ai-workflow-pack|core-platform|governance-compliance-pack,product-core-platform|product-governance,admin|assistant|ai-workflow|clinical|operations|governance|audit,administrator|emergency-physician|icu-physician|nurse|hospital-administrator|platform-admin,hospital,high,"Reconstruct AI gateway, routing, retrieval, model, tool, response, review, and disposition events.",/api/audit/runs/:runId|src/pages/platform/PlatformGovernanceWorkspace.tsx|src/services/platformSystemsApi.ts|platformSystemsExpansionPlan.test.ts|routePagesSmoke.test.jsx|App.permissions.test.tsx|platformResponsive.test.jsx,governance|Other|admin|assistant|ai-workflow|clinical|operations|audit|ai-workflow-pack|core-platform|governance-compliance-pack,ai-run-audit-timeline ai run audit timeline governance other audit ai ai-workflow-pack core-platform governance-compliance-pack product-core-platform product-governance admin assistant ai-workflow clinical operations governance audit administrator emergency-physician icu-physician nurse hospital-administrator platform-admin hospital high reconstruct ai gateway routing retrieval model tool response review and disposition events api audit runs runid src pages platform platformgovernanceworkspace tsx src services platformsystemsapi ts platformsystemsexpansionplan test ts routepagessmoke test jsx app permissions test tsx platformresponsive test jsx governance other admin assistant ai-workflow clinical operations audit ai-workflow-pack core-platform governance-compliance-pack,active
ai-security,LLM Security,governance,AI System,/security,src/pages/platform/PlatformGovernanceWorkspace.tsx,frontend-routed,backend-backed,demo,governance-compliance-pack|ai-workflow-pack|core-platform,product-governance|product-core-platform,admin|governance|audit|assistant|ai-workflow|clinical|operations,administrator|emergency-physician|icu-physician|nurse|hospital-administrator|platform-admin,hospital,high,"Security dashboard for prompt-injection detection, PHI protection, output validation, tool permissions, and rate limits.",/api/security/summary|src/pages/platform/PlatformGovernanceWorkspace.tsx|src/services/platformGovernanceApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,governance|AI System|admin|audit|assistant|ai-workflow|clinical|operations|governance-compliance-pack|ai-workflow-pack|core-platform,ai-security llm security governance ai system security governance-compliance-pack ai-workflow-pack core-platform product-governance product-core-platform admin governance audit assistant ai-workflow clinical operations administrator emergency-physician icu-physician nurse hospital-administrator platform-admin hospital high security dashboard for prompt-injection detection phi protection output validation tool permissions and rate limits api security summary src pages platform platformgovernanceworkspace tsx src services platformgovernanceapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js governance ai system admin audit assistant ai-workflow clinical operations governance-compliance-pack ai-workflow-pack core-platform,active
ai-tool-calling,AI Tool Calling,tool,AI System,/assistant,src/pages/Assistant.jsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform,product-core-platform,admin|assistant|ai-workflow|clinical|operations,administrator|emergency-physician|icu-physician|nurse|hospital-administrator|platform-admin,hospital,high,"Guarded tool-calling workflow for tool resolution, parameter validation, structured tool context, and unsupported-tool boundaries.",src/pages/Assistant.jsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|AI System|admin|assistant|ai-workflow|clinical|operations|ai-workflow-pack|core-platform,ai-tool-calling ai tool calling tool ai system assistant ai-workflow-pack core-platform product-core-platform admin assistant ai-workflow clinical operations administrator emergency-physician icu-physician nurse hospital-administrator platform-admin hospital high guarded tool-calling workflow for tool resolution parameter validation structured tool context and unsupported-tool boundaries src pages assistant jsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool ai system admin assistant ai-workflow clinical operations ai-workflow-pack core-platform,draft
ai-training,AI Training Pipeline,tool,AI System,/training,src/pages/TrainingDashboard.tsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform|simulation-training-pack,product-core-platform|product-simulation-training,simulation|education|clinical|training|assistant|ai-workflow|operations,emergency physician|nurse|medical student|ICU clinician|biomedical engineer|fleet operator|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"Training and MoE planning dashboard for governed AI iteration, datasets, and model improvement loops.",src/pages/TrainingDashboard.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|AI System|simulation|education|clinical|training|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|simulation-training-pack,ai-training ai training pipeline tool ai system training ai-workflow-pack core-platform simulation-training-pack product-core-platform product-simulation-training simulation education clinical training assistant ai-workflow operations emergency physician nurse medical student icu clinician biomedical engineer fleet operator emergency-physician icu-physician hospital-administrator platform-admin hospital medium training and moe planning dashboard for governed ai iteration datasets and model improvement loops src pages trainingdashboard tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool ai system simulation education clinical training assistant ai-workflow operations ai-workflow-pack core-platform simulation-training-pack,draft
aki-staging-assistant,AKI Staging Assistant,tool,Calculator,/tools/nephrology/aki-staging-assistant,src/pages/tools/NephrologyAssistantPage.tsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform,product-core-platform,clinical|calculator|assistant|ai-workflow|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,Guided AKI staging support using KDIGO creatinine and urine output context. Does not diagnose etiology or recommend therapy.,src/pages/tools/NephrologyAssistantPage.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|Calculator|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,aki-staging-assistant aki staging assistant tool calculator tools nephrology aki-staging-assistant ai-workflow-pack core-platform product-core-platform clinical calculator assistant ai-workflow operations emergency physician hospitalist nurse icu clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium guided aki staging support using kdigo creatinine and urine output context does not diagnose etiology or recommend therapy src pages tools nephrologyassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool calculator clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform,draft
ambient-scribe,Ambient Clinical Scribe,tool,Calculator,/tools/ambient-scribe,src/pages/tools/AmbientScribe.tsx,frontend-routed,backend-backed,demo,ai-workflow-pack|core-platform,product-core-platform,clinical|calculator|assistant|ai-workflow|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,high,"Tier C documentation workflow for speech-to-text, SOAP notes, discharge summaries, and referral drafts with required clinician review",/api/clinical-intelligence/ambient-scribe/generate|src/pages/tools/AmbientScribe.tsx|src/services/clinicalIntelligenceApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,tool|Calculator|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,ambient-scribe ambient clinical scribe tool calculator tools ambient-scribe ai-workflow-pack core-platform product-core-platform clinical calculator assistant ai-workflow operations emergency physician hospitalist nurse icu clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital high tier c documentation workflow for speech-to-text soap notes discharge summaries and referral drafts with required clinician review api clinical-intelligence ambient-scribe generate src pages tools ambientscribe tsx src services clinicalintelligenceapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool calculator clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform,active
anion-gap,Anion Gap,calculator,Calculator,/tools/calculators/anion-gap,src/pages/tools/Calculators.tsx,frontend-routed,backend-backed,live,core-platform,product-core-platform,clinical|calculator|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,Serum anion gap with optional albumin correction for acid-base review.,/api/tools/anion-gap/execute|src/pages/tools/Calculators.tsx|src/services/clinicalOrchestratorApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|operations|core-platform,anion-gap anion gap calculator calculator tools calculators anion-gap core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium serum anion gap with optional albumin correction for acid-base review api tools anion-gap execute src pages tools calculators tsx src services clinicalorchestratorapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js calculator calculator clinical operations core-platform,active
antibiotic-guide,Antibiotic Guide,tool,Diagnostic,/tools/diagnosis,src/pages/tools/DiagnosisAssistant.tsx,frontend-routed,unsupported,unsupported,cardiology-pack|laboratory-intelligence|medical-iot-pack|hospital-operations|digital-twin-pack,product-cardiology|product-laboratory|product-medical-iot|product-hospital-operations|product-digital-twin,iot|operations|hospital-operations|cardiology|clinical|pharmacy|diagnostic|laboratory|medical-iot|maps,biomedical engineer|ICU clinician|nurse|administrator|cardiologist|emergency physician|hospitalist|pharmacist|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,low,Empiric antimicrobial choice.,src/pages/tools/DiagnosisAssistant.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,tool|Diagnostic|iot|operations|hospital-operations|cardiology|clinical|pharmacy|diagnostic|laboratory|medical-iot|maps|cardiology-pack|laboratory-intelligence|medical-iot-pack|digital-twin-pack,antibiotic-guide antibiotic guide tool diagnostic tools diagnosis cardiology-pack laboratory-intelligence medical-iot-pack hospital-operations digital-twin-pack product-cardiology product-laboratory product-medical-iot product-hospital-operations product-digital-twin iot operations hospital-operations cardiology clinical pharmacy diagnostic laboratory medical-iot maps biomedical engineer icu clinician nurse administrator cardiologist emergency physician hospitalist pharmacist emergency-physician icu-physician hospital-administrator platform-admin hospital low empiric antimicrobial choice src pages tools diagnosisassistant tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool diagnostic iot operations hospital-operations cardiology clinical pharmacy diagnostic laboratory medical-iot maps cardiology-pack laboratory-intelligence medical-iot-pack digital-twin-pack,draft
apache2-calculator,APACHE-II,calculator,Calculator,/tools/calculators/apache-ii,src/pages/tools/Calculators.tsx,frontend-routed,backend-backed,live,icu-pack,product-icu,clinical|calculator|icu,emergency physician|hospitalist|nurse|ICU clinician|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"APACHE II ICU severity scoring from validated point bands, GCS, age, and chronic health. Mortality estimates are diagnosis-specific and not generated.",/api/tools/apache2-calculator/execute|src/pages/tools/Calculators.tsx|src/services/clinicalOrchestratorApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|icu|icu-pack,apache2-calculator apache-ii calculator calculator tools calculators apache-ii icu-pack product-icu clinical calculator icu emergency physician hospitalist nurse icu clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium apache ii icu severity scoring from validated point bands gcs age and chronic health mortality estimates are diagnosis-specific and not generated api tools apache2-calculator execute src pages tools calculators tsx src services clinicalorchestratorapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js calculator calculator clinical icu icu-pack,active
apgar-score,Apgar score,calculator,Calculator,/tools/calculators/apgar-score,src/pages/tools/Calculators.tsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,pediatrics|clinical|calculator|operations,pediatric clinician|nurse|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"Apgar score for newborn status at 1 and 5 minutes (appearance, pulse, grimace, activity, respiration; 0–10 each).",src/pages/tools/Calculators.tsx|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,calculator|Calculator|pediatrics|clinical|operations|core-platform,apgar-score apgar score calculator calculator tools calculators apgar-score core-platform product-core-platform pediatrics clinical calculator operations pediatric clinician nurse medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium apgar score for newborn status at 1 and 5 minutes appearance pulse grimace activity respiration 0 10 each src pages tools calculators tsx toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js calculator calculator pediatrics clinical operations core-platform,draft
