artifactId,normalizedText,tags,typeEncoding,roleEncoding,workspaceEncoding,packEncoding,dependencyCount,riskScore,readinessScore
service-backend-src-modules-product-catalog-asset-dependency-graph-service-ts,assetdependencygraphservice backend src modules product-catalog asset-dependency-graph service ts backend service product-catalog,backend|service|product-catalog|AssetDependencyGraphService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-product-catalog-hospital-solution-builder-service-ts,hospitalsolutionbuilderservice backend src modules product-catalog hospital-solution-builder service ts backend service product-catalog,backend|service|product-catalog|HospitalSolutionBuilderService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-product-catalog-maturity-assessment-service-ts,maturityassessmentservice backend src modules product-catalog maturity-assessment service ts backend service product-catalog,backend|service|product-catalog|MaturityAssessmentService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-product-catalog-outcomes-service-ts,outcomesservice backend src modules product-catalog outcomes service ts backend service product-catalog,backend|service|product-catalog|OutcomesService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-product-catalog-product-catalog-seed-service-ts,productcatalogseedservice backend src modules product-catalog product-catalog seed service ts backend service product-catalog,backend|service|product-catalog|ProductCatalogSeedService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-product-catalog-product-catalog-service-ts,productcatalogservice backend src modules product-catalog product-catalog service ts backend service product-catalog,backend|service|product-catalog|ProductCatalogService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-product-catalog-product-catalog-validation-service-ts,productcatalogvalidationservice backend src modules product-catalog product-catalog-validation service ts backend service product-catalog,backend|service|product-catalog|ProductCatalogValidationService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-product-catalog-value-tracking-service-ts,valuetrackingservice backend src modules product-catalog value-tracking service ts backend service product-catalog,backend|service|product-catalog|ValueTrackingService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-rag-citation-service-ts,citationservice backend src modules rag citation service ts backend service rag,backend|service|rag|CitationService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-rag-clinical-context-service-ts,clinicalcontextservice backend src modules rag clinical-context service ts backend service rag,backend|service|rag|ClinicalContextService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.8,0.82
service-backend-src-modules-rag-embedding-service-ts,embeddingservice backend src modules rag embedding service ts backend service rag,backend|service|rag|EmbeddingService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-rag-embeddings-openai-embeddings-service-ts,localembeddingsservice backend src modules rag embeddings openai-embeddings service ts backend service rag,backend|service|rag|LocalEmbeddingsService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.8,0.82
service-backend-src-modules-rag-rag-service-ts,ragservice backend src modules rag rag service ts backend service rag,backend|service|rag|RAGService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-rag-reranking-cohere-ranker-service-ts,locallexicalrankerservice backend src modules rag reranking cohere-ranker service ts backend service rag,backend|service|rag|LocalLexicalRankerService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-rag-reranking-service-ts,rerankingservice backend src modules rag reranking service ts backend service rag,backend|service|rag|RerankingService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-rag-retrieval-service-ts,retrievalservice backend src modules rag retrieval service ts backend service rag,backend|service|rag|RetrievalService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-rag-vector-db-pinecone-service-ts,pineconeservice backend src modules rag vector-db pinecone service ts backend service rag,backend|service|rag|PineconeService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-sentinel-sentinel-alarm-service-ts,sentinelalarmservice backend src modules sentinel sentinel-alarm service ts backend service sentinel,backend|service|sentinel|SentinelAlarmService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-sentinel-sentinel-inbound-service-ts,sentinelinboundservice backend src modules sentinel sentinel-inbound service ts backend service sentinel,backend|service|sentinel|SentinelInboundService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-sentinel-sentinel-outbox-service-ts,sentineloutboxservice backend src modules sentinel sentinel-outbox service ts backend service sentinel,backend|service|sentinel|SentinelOutboxService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-sentinel-sentinel-tracking-service-ts,sentineltrackingservice backend src modules sentinel sentinel-tracking service ts backend service sentinel,backend|service|sentinel|SentinelTrackingService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-simulation-competency-service-ts,competencyservice backend src modules simulation competency service ts backend service simulation,backend|service|simulation|CompetencyService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-simulation-debrief-service-ts,debriefservice backend src modules simulation debrief service ts backend service simulation,backend|service|simulation|DebriefService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-simulation-simulation-outcome-service-ts,simulationoutcomeservice backend src modules simulation simulation-outcome service ts backend service simulation,backend|service|simulation|SimulationOutcomeService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-simulation-simulation-run-service-ts,simulationrunservice backend src modules simulation simulation-run service ts backend service simulation,backend|service|simulation|SimulationRunService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-simulation-simulation-scenario-service-ts,simulationscenarioservice backend src modules simulation simulation-scenario service ts backend service simulation,backend|service|simulation|SimulationScenarioService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-subscriptions-subscriptions-service-ts,subscriptionsservice backend src modules subscriptions subscriptions service ts backend service subscriptions,backend|service|subscriptions|SubscriptionsService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-subscriptions-usage-metering-service-ts,usagemeteringservice backend src modules subscriptions usage-metering service ts backend service subscriptions,backend|service|subscriptions|UsageMeteringService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-surveillance-surveillance-service-ts,surveillanceservice backend src modules surveillance surveillance service ts backend service surveillance,backend|service|surveillance|SurveillanceService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-telemetry-alert-service-ts,alertservice backend src modules telemetry alert service ts backend service telemetry,backend|service|telemetry|AlertService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-telemetry-device-registry-service-ts,deviceregistryservice backend src modules telemetry device-registry service ts backend service telemetry,backend|service|telemetry|DeviceRegistryService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-telemetry-telemetry-audit-service-ts,telemetryauditservice backend src modules telemetry telemetry-audit service ts backend service telemetry,backend|service|telemetry|TelemetryAuditService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-telemetry-telemetry-service-ts,telemetryservice backend src modules telemetry telemetry service ts backend service telemetry,backend|service|telemetry|TelemetryService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-tenant-context-tenant-context-service-ts,tenantcontextservice backend src modules tenant-context tenant-context service ts backend service tenant-context,backend|service|tenant-context|TenantContextService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-tenant-context-tenant-data-isolation-audit-service-ts,tenantdataisolationauditservice backend src modules tenant-context tenant-data-isolation-audit service ts backend service tenant-context,backend|service|tenant-context|TenantDataIsolationAuditService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-tool-calling-parameter-collector-service-ts,parametercollectorservice backend src modules tool-calling parameter-collector service ts backend service tool-calling,backend|service|tool-calling|ParameterCollectorService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-tool-calling-tool-execution-service-ts,toolexecutionservice backend src modules tool-calling tool-execution service ts backend service tool-calling,backend|service|tool-calling|ToolExecutionService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-tool-calling-tool-resolver-service-ts,toolresolverservice backend src modules tool-calling tool-resolver service ts backend service tool-calling,backend|service|tool-calling|ToolResolverService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-tool-calling-validation-service-ts,validationservice backend src modules tool-calling validation service ts backend service tool-calling,backend|service|tool-calling|ValidationService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-training-training-service-ts,trainingservice backend src modules training training service ts backend service training,backend|service|training|TrainingService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.8,0.82
service-backend-src-modules-two-factor-two-factor-service-ts,twofactorservice backend src modules two-factor two-factor service ts backend service two-factor,backend|service|two-factor|TwoFactorService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-user-activity-user-activity-service-ts,useractivityservice backend src modules user-activity user-activity service ts backend service user-activity,backend|service|user-activity|UserActivityService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-user-profile-activity-service-ts,activityservice backend src modules user-profile activity service ts backend service user-profile,backend|service|user-profile|ActivityService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-user-profile-user-preferences-service-ts,userpreferencesservice backend src modules user-profile user-preferences service ts backend service user-profile,backend|service|user-profile|UserPreferencesService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-user-profile-user-profile-service-ts,userprofileservice backend src modules user-profile user-profile service ts backend service user-profile,backend|service|user-profile|UserProfileService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-user-profile-workspace-service-ts,workspaceservice backend src modules user-profile workspace service ts backend service user-profile,backend|service|user-profile|WorkspaceService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-users-users-service-ts,usersservice backend src modules users users service ts backend service users,backend|service|users|UsersService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-workspace-intelligence-search-service-ts,searchservice backend src modules workspace-intelligence search service ts backend service workspace-intelligence,backend|service|workspace-intelligence|SearchService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-workspaces-workspace-context-service-ts,workspacecontextservice backend src modules workspaces workspace-context service ts backend service workspaces,backend|service|workspaces|WorkspaceContextService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-modules-workspaces-workspaces-service-ts,workspacesservice backend src modules workspaces workspaces service ts backend service workspaces,backend|service|workspaces|WorkspacesService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-ai-call-interrogation-service-ts,aicallinterrogationservice backend src services ai-call-interrogation service ts backend service backend,backend|service|AICallInterrogationService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.8,0.82
service-backend-src-services-ai-governance-service-ts,aigovernanceservice backend src services ai-governance service ts backend service backend,backend|service|AIGovernanceService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.8,0.82
service-backend-src-services-boarding-service-ts,boardingservice backend src services boarding service ts backend service backend,backend|service|BoardingService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-capacity-service-ts,capacityservice backend src services capacity service ts backend service backend,backend|service|CapacityService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-clinical-protocol-service-ts,clinicalprotocolservice backend src services clinical-protocol service ts backend service backend,backend|service|ClinicalProtocolService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.8,0.82
service-backend-src-services-consent-service-ts,consentservice backend src services consent service ts backend service backend,backend|service|ConsentService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-copilot-service-ts,copilotservice backend src services copilot service ts backend service backend,backend|service|CopilotService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-deterioration-prediction-v3-service-ts,deteriorationpredictionv3service backend src services deterioration-prediction-v3 service ts backend service backend,backend|service|DeteriorationPredictionV3Service,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-discharge-prediction-service-ts,dischargepredictionservice backend src services discharge-prediction service ts backend service backend,backend|service|DischargePredictionService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-edge-ai-ambulance-service-ts,edgeaiambulanceservice backend src services edge-ai-ambulance service ts backend service backend,backend|service|EdgeAIAmbulanceService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.8,0.82
service-backend-src-services-ems-service-ts,emsservice backend src services ems service ts backend service backend,backend|service|EMSService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-federated-ems-service-ts,federatedemsservice backend src services federated-ems service ts backend service backend,backend|service|FederatedEMSService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-fhir-service-ts,fhirservice backend src services fhir service ts backend service backend,backend|service|FHIRService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-incident-reporting-service-ts,incidentreportingservice backend src services incident-reporting service ts backend service backend,backend|service|IncidentReportingService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-iot-digital-twin-service-ts,iotdigitaltwinservice backend src services iot-digital-twin service ts backend service backend,backend|service|IoTDigitalTwinService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-lmecs-service-ts,lmecsservice backend src services lmecs service ts backend service backend,backend|service|LMECSService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-moh-fhir-service-ts,mohfhirservice backend src services moh-fhir service ts backend service backend,backend|service|MOHFHIRService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-mpi-service-ts,mpiservice backend src services mpi service ts backend service backend,backend|service|MPIService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-ocr-service-ts,ocrservice backend src services ocr service ts backend service backend,backend|service|OCRService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-organizational-digital-twin-service-ts,organizationaldigitaltwin backend src services organizational-digital-twin service ts backend service backend,backend|service|OrganizationalDigitalTwin,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-reassessment-service-ts,reassessmentservice backend src services reassessment service ts backend service backend,backend|service|ReassessmentService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-smart-handover-v2-service-ts,erpulsehandoverservice backend src services smart-handover-v2 service ts backend service backend,backend|service|ERPulseHandoverService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-smart-intake-service-ts,smartintakeservice backend src services smart-intake service ts backend service backend,backend|service|SmartIntakeService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-surge-capacity-service-ts,surgecapacityservice backend src services surge-capacity service ts backend service backend,backend|service|SurgeCapacityService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-text-mining-service-ts,textminingservice backend src services text-mining service ts backend service backend,backend|service|TextMiningService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
service-backend-src-services-wearable-rpm-service-ts,wearablerpmservice backend src services wearable-rpm service ts backend service backend,backend|service|WearableRPMService,type:backend-service,role:developer|role:platform-admin,workspace:backend,pack:unknown,1,0.5,0.82
shock-index,shock-index shock index calculator calculator tools calculators shock-index emergency-medicine emergency-department-pack cardiology-pack product-emergency-department product-cardiology cardiology clinical emergency calculator cardiologist emergency physician hospitalist icu clinician nurse emergency-physician icu-physician hospital-administrator platform-admin hospital medium hemodynamic screening index from heart rate divided by systolic blood pressure api tools shock-index execute src pages tools calculators tsx src services clinicalorchestratorapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js calculator calculator cardiology clinical emergency emergency-medicine emergency-department-pack cardiology-pack,calculator|Calculator|cardiology|clinical|emergency|emergency-medicine|emergency-department-pack|cardiology-pack,type:calculator,role:cardiologist|role:emergency-physician|role:hospitalist|role:icu-clinician|role:nurse|role:icu-physician|role:hospital-administrator|role:platform-admin,workspace:cardiology|workspace:clinical|workspace:emergency|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack|pack:cardiology-pack,9,0.5,0.98
simulation-outcomes,simulation-outcomes simulation outcomes simulation education simulation simulation outcomes simulation-training-pack ai-workflow-pack core-platform research-education product-simulation-training product-core-platform product-research simulation education clinical training research reference assistant ai-workflow operations emergency physician nurse medical student icu clinician biomedical engineer fleet operator researcher hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital low demo outcomes dashboard for scenario completion trends learner progress competency coverage weak areas and recommended practice src pages simulationoutcomes jsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js simulation education simulation education clinical training research reference assistant ai-workflow operations simulation-training-pack ai-workflow-pack core-platform research-education,simulation|Education & Simulation|education|clinical|training|research|reference|assistant|ai-workflow|operations|simulation-training-pack|ai-workflow-pack|core-platform|research-education,type:simulation,role:emergency-physician|role:nurse|role:medical-student|role:icu-clinician|role:biomedical-engineer|role:fleet-operator|role:researcher|role:hospitalist|role:icu-physician|role:hospital-administrator|role:platform-admin,workspace:simulation|workspace:education|workspace:clinical|workspace:training|workspace:research|workspace:reference|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:simulation-training-pack|pack:ai-workflow-pack|pack:core-platform|pack:research-education,8,0.2,0.52
simulation-suite,simulation-suite medical simulation suite simulation education simulation simulation simulation-training-pack ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-simulation-training product-core-platform product-emergency-department simulation education clinical training emergency assistant ai-workflow operations emergency physician nurse medical student icu clinician biomedical engineer fleet operator hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital medium demo medical simulation suite for virtual patient scenarios emergency scenarios decision branching scoring rubrics and ai tutor debriefs src pages medicalsimulationsuite jsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js simulation education simulation education clinical training emergency assistant ai-workflow operations simulation-training-pack ai-workflow-pack core-platform emergency-medicine emergency-department-pack,simulation|Education & Simulation|education|clinical|training|emergency|assistant|ai-workflow|operations|simulation-training-pack|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,type:simulation,role:emergency-physician|role:nurse|role:medical-student|role:icu-clinician|role:biomedical-engineer|role:fleet-operator|role:hospitalist|role:icu-physician|role:hospital-administrator|role:platform-admin,workspace:simulation|workspace:education|workspace:clinical|workspace:training|workspace:emergency|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:simulation-training-pack|pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack,8,0.5,0.52
sleep-apnea-analytics,sleep-apnea-analytics sleep apnea analytics tool reference tools pulmonology sleep-apnea-analytics research-education product-research research reference education researcher medical student hospitalist emergency-physician icu-physician nurse hospital-administrator platform-admin hospital high sleep apnea analytics support for stop-bang context symptoms adherence trends and review queues screening only src pages tools pulmonologyassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool reference research reference education research-education,tool|Reference|research|reference|education|research-education,type:tool,role:researcher|role:medical-student|role:hospitalist|role:emergency-physician|role:icu-physician|role:nurse|role:hospital-administrator|role:platform-admin,workspace:research|workspace:reference|workspace:education,pack:research-education,8,0.8,0.58
soap-builder,soap-builder soap builder tool documentation tools soap-builder core-platform product-core-platform clinical operations emergency physician hospitalist cardiologist nurse icu clinician pediatric clinician pharmacist fleet operator biomedical engineer administrator researcher medical student emergency-physician icu-physician hospital-administrator platform-admin hospital low draft soap note sections from structured context and user-provided facts api documentation soap draft src pages platform platformsystempage tsx src services platformsystemsapi ts platformsystemsexpansionplan test ts routepagessmoke test jsx app permissions test tsx platformresponsive test jsx tool documentation clinical operations core-platform,tool|Documentation|clinical|operations|core-platform,type:tool,role:emergency-physician|role:hospitalist|role:cardiologist|role:nurse|role:icu-clinician|role:pediatric-clinician|role:pharmacist|role:fleet-operator|role:biomedical-engineer|role:administrator|role:researcher|role:medical-student|role:icu-physician|role:hospital-administrator|role:platform-admin,workspace:clinical|workspace:operations,pack:core-platform,7,0.2,0.82
sofa-score,sofa-score sofa score calculator calculator tools calculators sofa emergency-medicine emergency-department-pack cardiology-pack product-emergency-department product-cardiology cardiology clinical emergency calculator cardiologist emergency physician hospitalist icu clinician nurse emergency-physician icu-physician hospital-administrator platform-admin hospital medium sequential organ failure assessment icu sepsis organ dysfunction clinical decision support only does not diagnose sepsis or direct therapy api tools sofa-calculator execute src pages tools calculators tsx src services clinicalorchestratorapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts sofa-calculator spec ts tool-orchestrator spec ts clinicalcataloglaunch test js calculator calculator cardiology clinical emergency emergency-medicine emergency-department-pack cardiology-pack,calculator|Calculator|cardiology|clinical|emergency|emergency-medicine|emergency-department-pack|cardiology-pack,type:calculator,role:cardiologist|role:emergency-physician|role:hospitalist|role:icu-clinician|role:nurse|role:icu-physician|role:hospital-administrator|role:platform-admin,workspace:cardiology|workspace:clinical|workspace:emergency|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack|pack:cardiology-pack,11,0.5,0.98
source-provenance,source-provenance source provenance tool interoperability integrations source-provenance core-platform product-core-platform admin clinical operations administrator emergency-physician icu-physician nurse hospital-administrator platform-admin hospital high track source system resource id freshness normalization and audit references for imported data api source-provenance sourceid src pages platform platformgovernanceworkspace tsx src services platformsystemsapi ts platformsystemsexpansionplan test ts routepagessmoke test jsx app permissions test tsx platformresponsive test jsx tool interoperability admin clinical operations core-platform,tool|Interoperability|admin|clinical|operations|core-platform,type:tool,role:administrator|role:emergency-physician|role:icu-physician|role:nurse|role:hospital-administrator|role:platform-admin,workspace:admin|workspace:clinical|workspace:operations,pack:core-platform,7,0.8,0.82
staffing-ratio-calculator,staffing-ratio-calculator staffing ratio calculator calculator calculator tools calculators staffing-ratio-calculator hospital-operations digital-twin-pack research-education product-hospital-operations product-digital-twin product-research hospital-operations operations research reference calculator maps education administrator icu clinician nurse biomedical engineer researcher medical student hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital medium operations calculator for patients per staff member and target staffing coverage gap does not schedule staff or override acuity credentials labor rules or supervisor review src pages tools calculators tsx toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js calculator calculator hospital-operations operations research reference maps education digital-twin-pack research-education,calculator|Calculator|hospital-operations|operations|research|reference|maps|education|digital-twin-pack|research-education,type:calculator,role:administrator|role:icu-clinician|role:nurse|role:biomedical-engineer|role:researcher|role:medical-student|role:hospitalist|role:emergency-physician|role:icu-physician|role:hospital-administrator|role:platform-admin,workspace:hospital-operations|workspace:operations|workspace:research|workspace:reference|workspace:calculator|workspace:maps|workspace:education,pack:hospital-operations|pack:digital-twin-pack|pack:research-education,7,0.5,0.62
stemi-pathway-assistant,stemi-pathway-assistant stemi pathway assistant tool calculator tools cardiology stemi-pathway-assistant ai-workflow-pack core-platform cardiology-pack product-core-platform product-cardiology cardiology clinical calculator assistant ai-workflow operations cardiologist emergency physician hospitalist emergency-physician icu-physician nurse hospital-administrator platform-admin hospital high stemi pathway checklist support for ecg timing activation contraindication review and handoff preparation src pages tools cardiologyassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool calculator cardiology clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform cardiology-pack,ai-assisted-tool|Calculator|cardiology|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|cardiology-pack,type:tool,role:cardiologist|role:emergency-physician|role:hospitalist|role:icu-physician|role:nurse|role:hospital-administrator|role:platform-admin,workspace:cardiology|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:cardiology-pack,8,0.8,0.58
stop-bang,stop-bang stop-bang calculator calculator tools calculators stop-bang core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium stop-bang stop bang questionnaire for obstructive sleep apnea screening snoring tiredness observed apnea hypertension bmi age neck size male sex 0 8 src pages tools calculators tsx toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student|role:icu-physician|role:hospital-administrator|role:platform-admin,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
