inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
/documentation,prompt-clinical-documentation-assistant,reference,reference,unknown,unknown,route,0.9
prompt|reference|clinical-documentation-assistant,prompt-clinical-documentation-assistant,reference,reference,unknown,unknown,tags,0.78
Clinical Knowledge Graph prompt,prompt-clinical-knowledge-graph,reference,reference,unknown,unknown,name,0.92
/knowledge-graph,prompt-clinical-knowledge-graph,reference,reference,unknown,unknown,route,0.9
prompt|reference|clinical-knowledge-graph,prompt-clinical-knowledge-graph,reference,reference,unknown,unknown,tags,0.78
Cognitive Screening Assistant prompt,prompt-cognitive-screening-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/psychiatry/cognitive-screening-assistant,prompt-cognitive-screening-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|cognitive-screening-assistant,prompt-cognitive-screening-assistant,calculator,calculator,unknown,unknown,tags,0.78
Columbia suicide severity workflow entry prompt,prompt-columbia-suicide-severity-workflow,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/columbia-suicide-severity-workflow,prompt-columbia-suicide-severity-workflow,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|columbia-suicide-severity-workflow,prompt-columbia-suicide-severity-workflow,calculator,calculator,unknown,unknown,tags,0.78
Simulation Competency Dashboard prompt,prompt-competency-dashboard,reference,reference,unknown,unknown,name,0.92
/simulation/outcomes,prompt-competency-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|competency-dashboard,prompt-competency-dashboard,reference,reference,unknown,unknown,tags,0.78
Competency Platform prompt,prompt-competency-platform,reference,reference,unknown,unknown,name,0.92
/competencies,prompt-competency-platform,reference,reference,unknown,unknown,route,0.9
prompt|reference|competency-platform,prompt-competency-platform,reference,reference,unknown,unknown,tags,0.78
Continuous Glucose Command Center prompt,prompt-continuous-glucose-command-center,reference,reference,unknown,unknown,name,0.92
/tools/endocrine/continuous-glucose-command-center,prompt-continuous-glucose-command-center,reference,reference,unknown,unknown,route,0.9
prompt|reference|continuous-glucose-command-center,prompt-continuous-glucose-command-center,reference,reference,unknown,unknown,tags,0.78
COPD GOLD Assessment prompt,prompt-copd-gold,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-copd-gold,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|copd-gold,prompt-copd-gold,calculator,calculator,unknown,unknown,tags,0.78
COPD GOLD Assessment prompt,prompt-copd-gold-assessment,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/copd-gold-assessment,prompt-copd-gold-assessment,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|copd-gold-assessment,prompt-copd-gold-assessment,calculator,calculator,unknown,unknown,tags,0.78
COPD Workflow Assistant prompt,prompt-copd-workflow-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/pulmonology/copd-workflow-assistant,prompt-copd-workflow-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|copd-workflow-assistant,prompt-copd-workflow-assistant,calculator,calculator,unknown,unknown,tags,0.78
Corrected Calcium prompt,prompt-corrected-calcium,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/corrected-calcium,prompt-corrected-calcium,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|corrected-calcium,prompt-corrected-calcium,calculator,calculator,unknown,unknown,tags,0.78
Corrected Sodium prompt,prompt-corrected-sodium,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/corrected-sodium,prompt-corrected-sodium,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|corrected-sodium,prompt-corrected-sodium,calculator,calculator,unknown,unknown,tags,0.78
Creatinine Clearance Cockcroft-Gault prompt,prompt-creatinine-clearance-cg,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/creatinine-clearance-cg,prompt-creatinine-clearance-cg,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|creatinine-clearance-cg,prompt-creatinine-clearance-cg,calculator,calculator,unknown,unknown,tags,0.78
Credentialing Platform prompt,prompt-credentialing-platform,reference,reference,unknown,unknown,name,0.92
/credentials,prompt-credentialing-platform,reference,reference,unknown,unknown,route,0.9
prompt|reference|credentialing-platform,prompt-credentialing-platform,reference,reference,unknown,unknown,tags,0.78
Crisis Escalation Audit Log prompt,prompt-crisis-escalation-audit-log,reference,reference,unknown,unknown,name,0.92
/tools/psychiatry/crisis-escalation-audit-log,prompt-crisis-escalation-audit-log,reference,reference,unknown,unknown,route,0.9
prompt|reference|crisis-escalation-audit-log,prompt-crisis-escalation-audit-log,reference,reference,unknown,unknown,tags,0.78
CURB-65 Score prompt,prompt-curb65-calculator,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/curb-65,prompt-curb65-calculator,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|curb65-calculator,prompt-curb65-calculator,calculator,calculator,unknown,unknown,tags,0.78
Simulation Debrief Dashboard prompt,prompt-debrief-dashboard,reference,reference,unknown,unknown,name,0.92
/simulation/sepsis-deterioration,prompt-debrief-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|debrief-dashboard,prompt-debrief-dashboard,reference,reference,unknown,unknown,tags,0.78
Device Recommendation Assistant prompt,prompt-device-recommendation-assistant,hospital-operations,hospital-operations,unknown,unknown,name,0.92
/tools/calculators,prompt-device-recommendation-assistant,hospital-operations,hospital-operations,unknown,unknown,route,0.9
prompt|hospital-operations|device-recommendation-assistant,prompt-device-recommendation-assistant,hospital-operations,hospital-operations,unknown,unknown,tags,0.78
Diabetes Care Assistant prompt,prompt-diabetes-care-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/endocrine/diabetes-care-assistant,prompt-diabetes-care-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|diabetes-care-assistant,prompt-diabetes-care-assistant,calculator,calculator,unknown,unknown,tags,0.78
Dialysis Readiness Helper prompt,prompt-dialysis-readiness-helper,reference,reference,unknown,unknown,name,0.92
/tools/nephrology/dialysis-readiness-helper,prompt-dialysis-readiness-helper,reference,reference,unknown,unknown,route,0.9
prompt|reference|dialysis-readiness-helper,prompt-dialysis-readiness-helper,reference,reference,unknown,unknown,tags,0.78
Dialysis Utilization Tracker prompt,prompt-dialysis-utilization-tracker,reference,reference,unknown,unknown,name,0.92
/tools/nephrology/dialysis-utilization-tracker,prompt-dialysis-utilization-tracker,reference,reference,unknown,unknown,route,0.9
prompt|reference|dialysis-utilization-tracker,prompt-dialysis-utilization-tracker,reference,reference,unknown,unknown,tags,0.78
Differential Diagnosis Assistant prompt,prompt-differential-ai,reference,reference,unknown,unknown,name,0.92
/tools/differential-ai,prompt-differential-ai,reference,reference,unknown,unknown,route,0.9
prompt|reference|differential-ai,prompt-differential-ai,reference,reference,unknown,unknown,tags,0.78
Differential Diagnosis Generator prompt,prompt-differential-diagnosis,reference,reference,unknown,unknown,name,0.92
/tools/diagnosis,prompt-differential-diagnosis,reference,reference,unknown,unknown,route,0.9
prompt|reference|diagnosis,prompt-differential-diagnosis,reference,reference,unknown,unknown,tags,0.78
Digital Operations Center prompt,prompt-digital-operations-center,hospital-operations,hospital-operations,unknown,unknown,name,0.92
/operations,prompt-digital-operations-center,hospital-operations,hospital-operations,unknown,unknown,route,0.9
prompt|hospital-operations|digital-operations-center,prompt-digital-operations-center,hospital-operations,hospital-operations,unknown,unknown,tags,0.78
Dispatch Intelligence Assistant prompt,prompt-dispatch-ai,fleet,fleet,unknown,unknown,name,0.92
/tools/calculators,prompt-dispatch-ai,fleet,fleet,unknown,unknown,route,0.9
prompt|fleet|dispatch-ai,prompt-dispatch-ai,fleet,fleet,unknown,unknown,tags,0.78
DKA Pathway Assistant prompt,prompt-dka-pathway-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/endocrine/dka-pathway-assistant,prompt-dka-pathway-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|dka-pathway-assistant,prompt-dka-pathway-assistant,calculator,calculator,unknown,unknown,tags,0.78
Medication Dose Calculator prompt,prompt-dose-calculator,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-dose-calculator,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|dose-calculator,prompt-dose-calculator,calculator,calculator,unknown,unknown,tags,0.78
Duke Treadmill Score prompt,prompt-duke-treadmill-score,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/duke-treadmill-score,prompt-duke-treadmill-score,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|duke-treadmill-score,prompt-duke-treadmill-score,calculator,calculator,unknown,unknown,tags,0.78
ECG Interpretation Assistant prompt,prompt-ecg-interpretation-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/cardiology/ecg-interpretation-assistant,prompt-ecg-interpretation-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|ecg-interpretation-assistant,prompt-ecg-interpretation-assistant,calculator,calculator,unknown,unknown,tags,0.78
ECG Trend Engine prompt,prompt-ecg-trend-engine,reference,reference,unknown,unknown,name,0.92
/tools/cardiology/ecg-trend-engine,prompt-ecg-trend-engine,reference,reference,unknown,unknown,route,0.9
prompt|reference|ecg-trend-engine,prompt-ecg-trend-engine,reference,reference,unknown,unknown,tags,0.78
EEG Trend Dashboard prompt,prompt-eeg-trend-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/neurology/eeg-trend-dashboard,prompt-eeg-trend-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|eeg-trend-dashboard,prompt-eeg-trend-dashboard,reference,reference,unknown,unknown,tags,0.78
eGFR CKD-EPI 2021 prompt,prompt-egfr-ckd-epi,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/egfr-ckd-epi,prompt-egfr-ckd-epi,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|egfr-ckd-epi,prompt-egfr-ckd-epi,calculator,calculator,unknown,unknown,tags,0.78
Electrolyte Disorder Assistant prompt,prompt-electrolyte-disorder-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/nephrology/electrolyte-disorder-assistant,prompt-electrolyte-disorder-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|electrolyte-disorder-assistant,prompt-electrolyte-disorder-assistant,calculator,calculator,unknown,unknown,tags,0.78
Electrolyte Trend Engine prompt,prompt-electrolyte-trend-engine,reference,reference,unknown,unknown,name,0.92
/tools/nephrology/electrolyte-trend-engine,prompt-electrolyte-trend-engine,reference,reference,unknown,unknown,route,0.9
prompt|reference|electrolyte-trend-engine,prompt-electrolyte-trend-engine,reference,reference,unknown,unknown,tags,0.78
Endocrine Monitoring System prompt,prompt-endocrine-monitoring-system,reference,reference,unknown,unknown,name,0.92
/tools/endocrine/endocrine-monitoring-system,prompt-endocrine-monitoring-system,reference,reference,unknown,unknown,route,0.9
prompt|reference|endocrine-monitoring-system,prompt-endocrine-monitoring-system,reference,reference,unknown,unknown,tags,0.78
Endoscopy Workflow Assistant prompt,prompt-endoscopy-workflow-assistant,reference,reference,unknown,unknown,name,0.92
/tools/gastroenterology/endoscopy-workflow-assistant,prompt-endoscopy-workflow-assistant,reference,reference,unknown,unknown,route,0.9
prompt|reference|endoscopy-workflow-assistant,prompt-endoscopy-workflow-assistant,reference,reference,unknown,unknown,tags,0.78
Epworth Sleepiness Scale prompt,prompt-epworth-sleepiness-scale,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/epworth-sleepiness-scale,prompt-epworth-sleepiness-scale,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|epworth-sleepiness-scale,prompt-epworth-sleepiness-scale,calculator,calculator,unknown,unknown,tags,0.78
FeNa prompt,prompt-fena,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/fena,prompt-fena,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|fena,prompt-fena,calculator,calculator,unknown,unknown,tags,0.78
Fenton Growth Chart Helper prompt,prompt-fenton-growth-chart-helper,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/fenton-growth-chart-helper,prompt-fenton-growth-chart-helper,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|fenton-growth-chart-helper,prompt-fenton-growth-chart-helper,calculator,calculator,unknown,unknown,tags,0.78
FeUrea prompt,prompt-feurea,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/feurea,prompt-feurea,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|feurea,prompt-feurea,calculator,calculator,unknown,unknown,tags,0.78
FIB-4 index prompt,prompt-fib4,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/fib4,prompt-fib4,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|fib4,prompt-fib4,calculator,calculator,unknown,unknown,tags,0.78
Prompt Firewall,prompt-firewall,Other,admin|assistant|ai-workflow|clinical|operations|governance|audit,ai-workflow-pack|core-platform|governance-compliance-pack,product-core-platform|product-governance,name,0.92
/governance/ai-security/prompt-firewall,prompt-firewall,Other,admin|assistant|ai-workflow|clinical|operations|governance|audit,ai-workflow-pack|core-platform|governance-compliance-pack,product-core-platform|product-governance,route,0.9
tool|Other|admin|assistant|ai-workflow|clinical|operations|governance|audit|ai-workflow-pack|core-platform|governance-compliance-pack,prompt-firewall,Other,admin|assistant|ai-workflow|clinical|operations|governance|audit,ai-workflow-pack|core-platform|governance-compliance-pack,product-core-platform|product-governance,tags,0.78
"Evaluate untrusted prompts before retrieval, tool routing, model calls, and memory writes.",prompt-firewall,Other,admin|assistant|ai-workflow|clinical|operations|governance|audit,ai-workflow-pack|core-platform|governance-compliance-pack,product-core-platform|product-governance,intent,0.88
Fleet Command Dashboard prompt,prompt-fleet-command,fleet,fleet,unknown,unknown,name,0.92
/fleet/command,prompt-fleet-command,fleet,fleet,unknown,unknown,route,0.9
prompt|fleet|fleet-command,prompt-fleet-command,fleet,fleet,unknown,unknown,tags,0.78
Fluid Balance Monitor prompt,prompt-fluid-balance-monitor,reference,reference,unknown,unknown,name,0.92
/tools/nephrology/fluid-balance-monitor,prompt-fluid-balance-monitor,reference,reference,unknown,unknown,route,0.9
prompt|reference|fluid-balance-monitor,prompt-fluid-balance-monitor,reference,reference,unknown,unknown,tags,0.78
FOUR Score prompt,prompt-four-score,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/four-score,prompt-four-score,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|four-score,prompt-four-score,calculator,calculator,unknown,unknown,tags,0.78
Framingham 10-year CHD risk prompt,prompt-framingham-risk,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/framingham-risk,prompt-framingham-risk,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|framingham-risk,prompt-framingham-risk,calculator,calculator,unknown,unknown,tags,0.78
Free Water Deficit prompt,prompt-free-water-deficit,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/free-water-deficit,prompt-free-water-deficit,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|free-water-deficit,prompt-free-water-deficit,calculator,calculator,unknown,unknown,tags,0.78
GAD-7 (anxiety screen) prompt,prompt-gad7,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/gad7,prompt-gad7,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|gad7,prompt-gad7,calculator,calculator,unknown,unknown,tags,0.78
Glasgow Coma Scale prompt,prompt-gcs-calculator,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/gcs,prompt-gcs-calculator,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|gcs-calculator,prompt-gcs-calculator,calculator,calculator,unknown,unknown,tags,0.78
Gestational Age Calculator prompt,prompt-gestational-age-calculator,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/gestational-age-calculator,prompt-gestational-age-calculator,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|gestational-age-calculator,prompt-gestational-age-calculator,calculator,calculator,unknown,unknown,tags,0.78
GI Bleed Workflow Assistant prompt,prompt-gi-bleed-workflow-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-gi-bleed-workflow-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|gi-bleed-workflow-assistant,prompt-gi-bleed-workflow-assistant,calculator,calculator,unknown,unknown,tags,0.78
GI Command Center prompt,prompt-gi-command-center,reference,reference,unknown,unknown,name,0.92
/tools/gastroenterology/gi-command-center,prompt-gi-command-center,reference,reference,unknown,unknown,route,0.9
prompt|reference|gi-command-center,prompt-gi-command-center,reference,reference,unknown,unknown,tags,0.78
GI Surveillance Dashboard prompt,prompt-gi-surveillance-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/gastroenterology/gi-surveillance-dashboard,prompt-gi-surveillance-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|gi-surveillance-dashboard,prompt-gi-surveillance-dashboard,reference,reference,unknown,unknown,tags,0.78
Glasgow-Blatchford Score prompt,prompt-glasgow-blatchford-score,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/glasgow-blatchford-score,prompt-glasgow-blatchford-score,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|glasgow-blatchford-score,prompt-glasgow-blatchford-score,calculator,calculator,unknown,unknown,tags,0.78
Glucose Telemetry Dashboard prompt,prompt-glucose-telemetry-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/endocrine/glucose-telemetry-dashboard,prompt-glucose-telemetry-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|glucose-telemetry-dashboard,prompt-glucose-telemetry-dashboard,reference,reference,unknown,unknown,tags,0.78
GRACE ACS Risk prompt,prompt-grace-acs,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-grace-acs,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|grace-acs,prompt-grace-acs,calculator,calculator,unknown,unknown,tags,0.78
Growth Trend Analytics prompt,prompt-growth-trend-analytics,reference,reference,unknown,unknown,name,0.92
/tools/pediatrics-obgyn/growth-trend-analytics,prompt-growth-trend-analytics,reference,reference,unknown,unknown,route,0.9
prompt|reference|growth-trend-analytics,prompt-growth-trend-analytics,reference,reference,unknown,unknown,tags,0.78
HAS-BLED score prompt,prompt-has-bled,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/has-bled,prompt-has-bled,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|has-bled,prompt-has-bled,calculator,calculator,unknown,unknown,tags,0.78
HCM Sudden Death Risk prompt,prompt-hcm-sudden-death-risk,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/hcm-sudden-death-risk,prompt-hcm-sudden-death-risk,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|hcm-sudden-death-risk,prompt-hcm-sudden-death-risk,calculator,calculator,unknown,unknown,tags,0.78
Headache Red Flag Assistant prompt,prompt-headache-red-flag-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/neurology/headache-red-flag-assistant,prompt-headache-red-flag-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|headache-red-flag-assistant,prompt-headache-red-flag-assistant,calculator,calculator,unknown,unknown,tags,0.78
Heart Failure Assistant prompt,prompt-heart-failure-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/cardiology/heart-failure-assistant,prompt-heart-failure-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|heart-failure-assistant,prompt-heart-failure-assistant,calculator,calculator,unknown,unknown,tags,0.78
Heart Failure Staging Helper prompt,prompt-heart-failure-staging,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/heart-failure-staging,prompt-heart-failure-staging,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|heart-failure-staging,prompt-heart-failure-staging,calculator,calculator,unknown,unknown,tags,0.78
HEART score prompt,prompt-heart-score,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/heart-score,prompt-heart-score,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|heart-score,prompt-heart-score,calculator,calculator,unknown,unknown,tags,0.78
Hepatic Trend Analytics prompt,prompt-hepatic-trend-analytics,reference,reference,unknown,unknown,name,0.92
/tools/gastroenterology/hepatic-trend-analytics,prompt-hepatic-trend-analytics,reference,reference,unknown,unknown,route,0.9
prompt|reference|hepatic-trend-analytics,prompt-hepatic-trend-analytics,reference,reference,unknown,unknown,tags,0.78
HOMA-IR prompt,prompt-homa-ir,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/homa-ir,prompt-homa-ir,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|homa-ir,prompt-homa-ir,calculator,calculator,unknown,unknown,tags,0.78
Hospital Command Assistant prompt,prompt-hospital-command-assistant,hospital-operations,hospital-operations,unknown,unknown,name,0.92
/tools/calculators,prompt-hospital-command-assistant,hospital-operations,hospital-operations,unknown,unknown,route,0.9
prompt|hospital-operations|hospital-command-assistant,prompt-hospital-command-assistant,hospital-operations,hospital-operations,unknown,unknown,tags,0.78
Hunt-Hess Scale prompt,prompt-hunt-hess-scale,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/hunt-hess-scale,prompt-hunt-hess-scale,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|hunt-hess-scale,prompt-hunt-hess-scale,calculator,calculator,unknown,unknown,tags,0.78
ICH Score prompt,prompt-ich-score,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/ich-score,prompt-ich-score,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|ich-score,prompt-ich-score,calculator,calculator,unknown,unknown,tags,0.78
Ideal Body Weight prompt,prompt-ideal-body-weight,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/ideal-body-weight,prompt-ideal-body-weight,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|ideal-body-weight,prompt-ideal-body-weight,calculator,calculator,unknown,unknown,tags,0.78
Insulin Trend Engine prompt,prompt-insulin-trend-engine,reference,reference,unknown,unknown,name,0.92
/tools/endocrine/insulin-trend-engine,prompt-insulin-trend-engine,reference,reference,unknown,unknown,route,0.9
prompt|reference|insulin-trend-engine,prompt-insulin-trend-engine,reference,reference,unknown,unknown,tags,0.78
Kidney Failure Risk Equation prompt,prompt-kfre,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/kfre,prompt-kfre,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|kfre,prompt-kfre,calculator,calculator,unknown,unknown,tags,0.78
Laboratory Dashboard prompt,prompt-laboratory-dashboard,reference,reference,unknown,unknown,name,0.92
/laboratory,prompt-laboratory-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|laboratory-dashboard,prompt-laboratory-dashboard,reference,reference,unknown,unknown,tags,0.78
Liver Disease Assistant prompt,prompt-liver-disease-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators,prompt-liver-disease-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|liver-disease-assistant,prompt-liver-disease-assistant,calculator,calculator,unknown,unknown,tags,0.78
Maddrey Discriminant Function prompt,prompt-maddrey-discriminant-function,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/maddrey-discriminant-function,prompt-maddrey-discriminant-function,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|maddrey-discriminant-function,prompt-maddrey-discriminant-function,calculator,calculator,unknown,unknown,tags,0.78
Maternal Monitoring Dashboard prompt,prompt-maternal-monitoring-dashboard,reference,reference,unknown,unknown,name,0.92
/tools/pediatrics-obgyn/maternal-monitoring-dashboard,prompt-maternal-monitoring-dashboard,reference,reference,unknown,unknown,route,0.9
prompt|reference|maternal-monitoring-dashboard,prompt-maternal-monitoring-dashboard,reference,reference,unknown,unknown,tags,0.78
Mood Disorder Questionnaire (MDQ) prompt,prompt-mdq,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/mdq,prompt-mdq,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|mdq,prompt-mdq,calculator,calculator,unknown,unknown,tags,0.78
Medical 3D Viewer prompt,prompt-medical-3d-viewer,reference,reference,unknown,unknown,name,0.92
/3d-viewer,prompt-medical-3d-viewer,reference,reference,unknown,unknown,route,0.9
prompt|reference|medical-3d-viewer,prompt-medical-3d-viewer,reference,reference,unknown,unknown,tags,0.78
MELD score prompt,prompt-meld,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/meld,prompt-meld,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|meld,prompt-meld,calculator,calculator,unknown,unknown,tags,0.78
MELD-Na score prompt,prompt-meld-na,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/meld-na,prompt-meld-na,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|meld-na,prompt-meld-na,calculator,calculator,unknown,unknown,tags,0.78
Mental Health Screening Assistant prompt,prompt-mental-health-screening-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/psychiatry/mental-health-screening-assistant,prompt-mental-health-screening-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|mental-health-screening-assistant,prompt-mental-health-screening-assistant,calculator,calculator,unknown,unknown,tags,0.78
Metabolic Analytics prompt,prompt-metabolic-analytics,reference,reference,unknown,unknown,name,0.92
/tools/endocrine/metabolic-analytics,prompt-metabolic-analytics,reference,reference,unknown,unknown,route,0.9
prompt|reference|metabolic-analytics,prompt-metabolic-analytics,reference,reference,unknown,unknown,tags,0.78
Metabolic Syndrome Assistant prompt,prompt-metabolic-syndrome-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/endocrine/metabolic-syndrome-assistant,prompt-metabolic-syndrome-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|metabolic-syndrome-assistant,prompt-metabolic-syndrome-assistant,calculator,calculator,unknown,unknown,tags,0.78
Modified Early Warning Score (MEWS) prompt,prompt-mews,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/mews,prompt-mews,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|mews,prompt-mews,calculator,calculator,unknown,unknown,tags,0.78
MMSE score entry prompt,prompt-mmse,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/mmse,prompt-mmse,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|mmse,prompt-mmse,calculator,calculator,unknown,unknown,tags,0.78
MoCA placeholder workflow prompt,prompt-moca-placeholder-workflow,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/moca-placeholder-workflow,prompt-moca-placeholder-workflow,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|moca-placeholder-workflow,prompt-moca-placeholder-workflow,calculator,calculator,unknown,unknown,tags,0.78
Modified Rankin Scale prompt,prompt-modified-rankin-scale,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/modified-rankin-scale,prompt-modified-rankin-scale,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|modified-rankin-scale,prompt-modified-rankin-scale,calculator,calculator,unknown,unknown,tags,0.78
MoE Router prompt,prompt-moe-router,reference,reference,unknown,unknown,name,0.92
/assistant,prompt-moe-router,reference,reference,unknown,unknown,route,0.9
prompt|reference|moe-router,prompt-moe-router,reference,reference,unknown,unknown,tags,0.78
Morse Fall Scale prompt,prompt-morse-fall-scale,calculator,calculator,unknown,unknown,name,0.92
/tools/calculators/morse-fall-scale,prompt-morse-fall-scale,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|morse-fall-scale,prompt-morse-fall-scale,calculator,calculator,unknown,unknown,tags,0.78
Neonatal Assessment Assistant prompt,prompt-neonatal-assessment-assistant,calculator,calculator,unknown,unknown,name,0.92
/tools/pediatrics-obgyn/neonatal-assessment-assistant,prompt-neonatal-assessment-assistant,calculator,calculator,unknown,unknown,route,0.9
prompt|calculator|neonatal-assessment-assistant,prompt-neonatal-assessment-assistant,calculator,calculator,unknown,unknown,tags,0.78
